"Word","Length","Ortho_N","BG_Sum","BG_Mean","BG_Freq_By_Pos","NWI_Mean_RT","NWI_SD","NWI_Zscore","Obs","NWI_Mean_Accuracy"
"unged","5","2","11,469","2,867.250","1,377","769.875","199.398","0.010","32","1.000"
"urgenvies","9","1","13,425","1,678.125","1,399","806.000","292.897","-0.183","31","0.969"
"ulgency","7","1","7,686","1,281.000","806","901.500","382.512","-0.351","30","0.968"
"urgelt","6","1","4,974","994.800","600","792.758","264.162","-0.108","33","0.971"
"utgently","8","1","10,964","1,566.286","1,210","884.839","350.414","-0.229","31","0.969"
"upges","5","1","6,109","1,527.250","684","836.812","324.570","-0.085","32","0.941"
"ulging","6","1","12,477","2,495.400","1,012","776.969","279.770","-0.050","32","0.970"
"urgongs","7","1","10,817","1,802.833","740","740.829","335.253","0.155","35","1.000"
"uminal","6","1","13,386","2,677.200","913","859.853","273.608","-0.143","34","1.000"
"uminals","7","1","13,801","2,300.167","986","844.968","282.487","-0.276","31","0.912"
"urinory","7","1","15,308","2,551.333","1,622","958.000","438.934","-0.587","28","0.903"
"urinite","7","1","19,211","3,201.833","1,971","1,035.769","552.224","-0.605","13","0.448"
"ubine","5","1","10,161","2,540.250","735","780.242","217.896","-0.030","33","1.000"
"uhn","3","1","57","28.500","0","734.969","268.997","0.199","32","0.941"
"ulns","4","2","2,938","979.333","339","619.333","149.305","0.449","30","0.882"
"Unuguay","7","1","3,679","613.167","1,240","952.194","326.102","-0.440","31","0.939"
"Uruguakan","9","1","7,075","884.375","785","839.793","245.651","-0.371","29","0.879"
"uf","2","4","123","123.000","0","667.656","150.330","0.378","32","0.970"
"urable","6","2","10,064","2,012.800","1,810","908.500","392.612","-0.131","34","0.971"
"utage","5","2","4,812","1,203.000","667","658.207","119.326","0.316","29","0.906"
"usades","6","1","10,343","2,068.600","1,383","796.310","333.422","-0.039","29","0.879"
"ule","3","2","4,449","2,224.500","280","703.069","260.585","0.241","29","0.879"
"useavle","7","1","9,102","1,517.000","890","786.697","293.801","-0.115","33","1.000"
"umed","4","1","6,854","2,284.667","203","732.188","258.943","0.130","32","0.970"
"uneful","6","1","6,020","1,204.000","1,308","890.129","320.992","-0.054","31","0.939"
"ubefully","8","1","6,285","897.857","593","790.294","221.499","0.078","34","0.971"
"udefulness","10","1","13,231","1,470.111","1,070","850.065","203.690","-0.164","31","0.969"
"uselesk","7","1","13,362","2,227.000","1,411","875.938","303.713","-0.363","32","1.000"
"urelessly","9","1","19,078","2,384.750","2,625","914.645","446.326","-0.393","31","0.939"
"utelessness","11","1","25,047","2,504.700","2,431","949.655","331.694","-0.384","29","0.935"
"uler","4","1","10,611","3,537.000","767","693.710","192.394","0.310","31","0.912"
"umers","5","1","10,000","2,500.000","653","700.364","182.347","0.347","33","0.971"
"unes","4","2","8,618","2,872.667","1,248","726.152","306.493","0.184","33","0.943"
"ushor","5","1","6,709","1,677.250","548","835.750","291.687","-0.199","28","0.824"
"uthered","7","2","19,201","3,200.167","2,681","849.783","276.357","-0.468","23","0.676"
"ubing","5","1","11,805","2,951.250","586","671.364","181.361","0.312","33","0.971"
"ucual","5","1","4,600","1,150.000","392","718.600","260.139","0.129","30","0.909"
"udually","7","1","7,376","1,229.333","702","746.485","165.872","-0.072","33","1.000"
"ufurious","8","1","10,411","1,487.286","992","842.212","294.189","-0.281","33","0.971"
"usarp","5","1","5,435","1,358.750","548","764.333","290.590","0.096","33","0.971"
"usurpotion","10","1","17,819","1,979.889","2,026","861.452","323.316","-0.267","31","0.968"
"uturped","7","1","9,449","1,574.833","1,343","926.172","359.648","-0.259","29","0.906"
"usurder","7","1","13,071","2,178.500","1,467","813.226","307.158","-0.042","31","0.939"
"usurz","5","2","3,682","920.500","219","696.824","300.740","0.372","34","1.000"
"Utih","4","1","5,713","1,904.333","111","744.273","209.287","0.093","33","1.000"
"urensil","7","1","14,696","2,449.333","1,586","903.806","355.458","-0.560","31","0.912"
"upensils","8","1","11,283","1,611.857","1,034","825.688","204.382","-0.153","32","0.970"
"userine","7","1","21,703","3,617.167","2,387","1,039.214","432.169","-0.729","28","0.875"
"ulerus","6","1","12,743","2,548.600","1,013","970.444","414.362","-0.642","27","0.844"
"umilitarian","11","1","20,676","2,067.600","1,799","945.966","374.050","-0.666","29","0.935"
"ugilitarianism","14","1","24,372","1,874.769","1,813","968.000","457.203","-0.442","23","0.793"
"ubilities","9","2","17,867","2,233.375","2,222","887.276","367.176","-0.191","29","0.879"
"ucility","7","1","8,487","1,414.500","1,090","811.242","327.742","0.030","33","1.000"
"utilozation","11","1","24,891","2,489.100","2,839","976.724","398.378","-0.642","29","0.967"
"udilize","7","1","7,512","1,252.000","827","874.276","311.197","-0.351","29","0.853"
"ugilized","8","1","10,658","1,522.571","1,591","902.742","409.955","-0.376","31","0.912"
"urilizes","8","1","13,995","1,999.286","1,979","819.774","179.926","-0.082","31","0.912"
"upilizing","9","1","16,939","2,117.375","2,360","936.031","332.350","-0.513","32","0.970"
"ulmost","6","3","6,512","1,302.400","795","790.846","242.846","-0.138","26","0.788"
"utofia","6","1","4,426","885.200","456","839.515","239.067","-0.162","33","1.000"
"unopian","7","1","8,828","1,471.333","1,803","826.545","213.073","-0.191","33","0.943"
"utopiagism","10","1","9,645","1,071.667","948","769.207","233.058","-0.011","29","0.906"
"utopiobs","8","0","6,969","995.571","648","765.774","237.748","-0.052","31","0.969"
"ubopias","7","1","5,283","880.500","615","836.686","347.781","-0.133","35","1.000"
"utler","5","1","10,938","2,734.500","1,688","872.800","278.427","-0.269","25","0.735"
"upperance","9","0","18,357","2,294.625","2,981","991.160","479.861","-0.775","25","0.781"
"ullerances","10","0","26,340","2,926.667","3,215","957.750","353.950","-0.523","32","1.000"
"utteled","7","1","15,642","2,607.000","2,642","755.161","256.500","0.258","31","0.939"
"uffering","8","1","20,947","2,992.429","3,840","755.367","211.885","-0.168","30","0.938"
"urterly","7","1","14,739","2,456.500","2,264","891.231","287.976","-0.480","26","0.812"
"ullermost","9","0","18,185","2,273.125","2,211","847.833","264.684","-0.212","30","0.879"
"pacancies","9","1","15,974","1,996.750","2,263","921.552","319.373","-0.526","29","0.935"
"lacancy","7","1","10,343","1,723.833","1,270","828.708","280.846","-0.254","24","0.706"
"vacont","6","1","12,038","2,407.600","1,351","747.909","221.185","0.128","33","0.943"
"macate","6","1","13,523","2,704.600","2,081","852.733","489.148","-0.248","30","0.968"
"dacated","7","1","16,862","2,810.333","2,398","829.788","381.796","-0.086","33","0.970"
"racation","8","1","22,449","3,207.000","2,365","986.938","363.092","-0.577","32","0.970"
"tacationers","11","1","31,122","3,112.200","2,859","857.167","287.929","-0.314","30","0.938"
"facationing","11","1","32,099","3,209.900","3,027","907.739","262.734","-0.602","23","0.767"
"vacatiols","9","1","16,923","2,115.375","1,927","922.121","362.454","-0.336","33","0.971"
"vaccinote","9","1","16,145","2,018.125","2,311","998.875","278.384","-0.638","32","0.941"
"gaccinating","11","1","31,382","3,138.200","4,092","876.677","337.172","-0.219","31","0.969"
"haccination","11","1","28,213","2,821.300","4,463","1,026.536","340.317","-0.748","28","0.903"
"paccine","7","1","12,942","2,157.000","2,550","787.267","220.885","0.019","30","0.909"
"pacillate","9","1","17,192","2,149.000","2,915","805.120","290.533","-0.093","25","0.781"
"vacaity","7","1","7,542","1,257.000","1,085","891.810","300.282","-0.601","21","0.656"
"lacuous","7","1","7,359","1,226.500","1,078","873.565","328.968","-0.300","23","0.742"
"nacuum","6","1","4,182","836.400","682","803.114","239.102","-0.020","35","1.000"
"vacuamed","8","1","10,206","1,458.000","1,714","1,006.852","359.800","-0.895","27","0.794"
"sacuuming","9","1","15,677","1,959.625","2,494","896.576","291.614","-0.399","33","0.971"
"dagabond","8","1","10,070","1,438.571","1,088","782.062","300.752","-0.077","32","0.970"
"fagabonds","9","1","10,379","1,297.375","1,224","920.200","367.397","-0.283","25","0.806"
"hagaries","8","1","14,124","2,017.714","2,227","812.094","330.093","-0.127","32","0.970"
"vagory","6","1","5,010","1,002.000","834","835.913","308.405","-0.224","23","0.719"
"ragina","6","3","12,794","2,558.800","1,329","824.429","274.852","-0.238","28","0.824"
"vagenal","7","1","10,779","1,796.500","1,434","880.393","273.035","-0.380","28","0.875"
"pagrant","7","2","12,241","2,040.167","1,895","891.935","366.108","-0.413","31","0.939"
"lague","5","1","3,583","895.750","604","696.871","185.260","0.207","31","0.939"
"maguely","7","1","6,522","1,087.000","1,371","769.091","374.330","0.084","33","0.971"
"bagueness","9","1","14,492","1,811.500","2,445","848.424","324.479","-0.203","33","1.000"
"caguest","7","1","11,421","1,903.500","2,080","821.853","364.186","0.027","34","1.000"
"Voil","4","8","2,048","682.667","462","921.556","355.303","-0.218","27","0.871"
"vaip","4","3","1,922","640.667","530","669.000","187.619","0.310","32","0.970"
"zale","4","11","6,648","2,216.000","839","680.769","172.589","0.086","26","0.765"
"valedictefian","13","0","26,995","2,249.583","2,355","1,040.714","296.432","-1.159","28","0.903"
"valenke","7","1","11,957","1,992.833","1,576","740.543","206.866","0.184","35","1.000"
"galentine","9","1","27,875","3,484.375","3,588","796.615","187.726","-0.069","26","0.839"
"Vamerio","7","0","14,707","2,451.167","2,697","911.727","309.486","-0.221","33","0.971"
"halet","5","1","8,979","2,244.750","1,426","810.280","291.430","-0.069","25","0.758"
"raliant","7","3","16,543","2,757.167","2,027","932.565","404.430","-0.386","23","0.697"
"taliantly","9","1","17,274","2,159.250","2,174","866.724","329.109","-0.402","29","0.935"
"valif","5","1","6,792","1,698.000","1,085","769.367","208.356","0.129","30","0.882"
"malidate","8","1","17,448","2,492.571","2,877","927.562","245.304","-0.734","16","0.485"
"nalidated","9","1","21,680","2,710.000","2,966","798.448","228.295","-0.081","29","0.967"
"balidating","10","1","27,741","3,082.333","3,858","982.303","396.070","-0.646","33","0.971"
"calidation","10","1","25,067","2,785.222","3,981","864.217","270.102","-0.091","23","0.697"
"salidity","8","3","12,150","1,735.714","2,008","945.077","336.787","-0.426","13","0.419"
"valudly","7","1","6,335","1,055.833","983","844.647","371.386","-0.235","34","0.971"
"jalley","6","2","8,455","1,691.000","1,733","707.871","203.090","0.253","31","0.969"
"halleys","7","2","9,712","1,618.667","2,074","897.808","366.411","-0.426","26","0.765"
"vallet's","8","1","11,060","1,580.000","2,281","906.000","322.036","-0.390","8","0.276"
"vajor","5","3","3,393","848.250","607","817.576","380.430","-0.081","33","0.971"
"raluable","8","1","12,794","1,827.714","1,449","806.677","251.688","-0.191","31","0.912"
"taluation","9","1","22,031","2,753.875","2,633","874.833","451.923","-0.045","30","0.909"
"paluations","10","1","23,108","2,567.556","3,063","889.348","256.873","-0.473","23","0.767"
"valuo","5","1","4,198","1,049.500","740","723.273","263.186","0.090","33","1.000"
"balued","6","3","9,310","1,862.000","1,790","722.594","222.621","0.182","32","0.970"
"calueless","9","1","17,061","2,132.625","2,817","880.000","259.920","-0.404","29","0.906"
"salues","6","2","9,273","1,854.600","1,748","887.966","337.051","-0.217","29","0.879"
"dalve","5","5","5,606","1,401.500","1,068","738.875","224.652","0.156","32","0.941"
"galves","6","4","10,175","2,035.000","1,839","779.885","193.657","-0.098","26","0.788"
"vamoise","7","1","7,526","1,254.333","1,146","785.188","314.894","0.108","32","0.914"
"vimp","4","3","2,541","847.000","746","785.733","242.148","-0.030","30","0.967"
"gampire","7","1","8,609","1,434.833","1,431","761.387","233.102","0.043","31","0.939"
"rampires","8","1","15,594","2,227.714","2,123","860.129","305.828","-0.363","31","0.912"
"zan","3","11","3,651","1,825.500","709","756.621","212.124","0.007","29","0.853"
"vapdal","6","1","4,960","992.000","695","746.909","260.803","0.035","33","1.000"
"mandalism","9","1","16,556","2,069.500","2,841","894.933","221.844","-0.642","15","0.500"
"vandaloze","9","1","11,326","1,415.750","1,888","821.828","284.098","-0.272","29","0.853"
"bandals","7","2","10,035","1,672.500","2,042","809.043","172.160","-0.163","23","0.719"
"vake","4","13","1,706","568.667","276","710.903","152.375","0.229","31","0.969"
"sangaurd","8","0","11,202","1,600.286","1,704","886.742","433.517","-0.252","31","0.939"
"vanolla","7","1","9,693","1,615.500","1,574","781.182","207.018","0.045","33","1.000"
"fanish","6","5","9,483","1,896.600","1,724","841.680","266.406","-0.066","25","0.758"
"ganished","8","2","15,903","2,271.857","2,651","1,128.812","528.554","-0.730","16","0.500"
"hanishes","8","2","16,438","2,348.286","2,642","784.000","194.565","-0.107","26","0.788"
"ranishing","9","3","24,065","3,008.125","3,303","872.571","278.347","-0.405","21","0.656"
"tanities","8","1","19,574","2,796.286","2,888","845.562","301.187","-0.143","32","0.914"
"vanuty","6","1","5,875","1,175.000","1,088","815.290","201.891","-0.106","31","0.939"
"vanquash","8","1","7,729","1,104.143","1,215","901.737","206.945","-0.452","19","0.559"
"lantage","7","1","12,392","2,065.333","2,033","704.581","186.111","0.124","31","0.912"
"lantagepoint","12","1","24,404","2,218.545","2,309","765.516","194.356","-0.179","31","0.939"
"vapog","5","1","2,931","732.750","547","697.515","212.953","0.276","33","1.000"
"naporization","12","1","25,839","2,349.000","2,965","974.786","382.342","-0.554","28","0.933"
"naporize","8","1","10,103","1,443.286","1,580","739.759","210.222","0.033","29","0.879"
"vaporoos","8","1","9,093","1,299.000","1,234","785.179","288.760","-0.032","28","0.875"
"bariability","11","1","16,417","1,641.700","2,473","1,014.600","460.544","-0.508","30","0.938"
"cariable","8","1","14,364","2,052.000","2,638","1,032.318","511.262","-0.534","22","0.710"
"dariables","9","1","17,584","2,198.000","2,560","851.258","321.420","-0.317","31","0.938"
"varionce","8","1","16,460","2,351.429","2,432","813.286","311.467","-0.108","28","0.848"
"hariant","7","1","14,605","2,434.167","2,608","820.607","301.016","-0.123","28","0.848"
"tariation","9","1","24,908","3,113.500","3,465","876.303","372.372","-0.351","33","1.000"
"pariations","10","1","25,985","2,887.222","3,895","1,013.455","475.887","-0.700","22","0.815"
"varicolobed","11","1","19,550","1,955.000","2,361","984.371","429.784","-0.660","35","0.972"
"varicuse","8","1","12,764","1,823.429","2,193","938.519","341.012","-0.404","27","0.871"
"laried","6","1","13,596","2,719.200","2,506","790.700","259.642","-0.088","30","0.882"
"varios","6","1","9,669","1,933.800","1,786","838.000","280.911","-0.120","29","0.853"
"darieties","9","1","19,499","2,437.375","3,250","857.393","297.358","-0.247","28","0.933"
"fariety","7","1","9,576","1,596.000","2,205","864.000","340.422","-0.122","28","0.903"
"garious","7","1","12,104","2,017.333","2,056","847.500","268.509","-0.176","16","0.533"
"hariously","9","1","14,609","1,826.125","2,436","854.731","265.254","-0.332","26","0.839"
"tarmint","7","1","16,710","2,785.000","3,120","772.600","311.993","0.039","25","0.781"
"varnosh","7","1","6,854","1,142.333","1,647","812.156","301.271","0.079","32","0.970"
"larnishes","9","1","17,267","2,158.375","2,609","927.111","411.779","-0.423","27","0.818"
"carsity","7","1","10,814","1,802.333","2,494","831.879","361.060","-0.200","33","0.917"
"nary","4","5","5,026","1,675.333","1,159","727.429","160.880","0.114","28","0.824"
"barying","7","4","15,334","2,555.667","3,327","892.957","346.195","-0.556","23","0.719"
"dascular","8","1","9,539","1,362.714","1,573","688.364","134.836","0.195","33","1.000"
"tase","4","10","5,360","1,786.667","951","824.387","304.608","0.019","31","0.912"
"gasectomy","9","1","9,221","1,152.625","1,564","954.529","335.041","-0.437","17","0.531"
"vaselone","8","1","14,044","2,006.286","1,834","873.207","371.759","-0.308","29","0.879"
